file,line,hex,context_snippet
app/gui/domains/debug/context_inspection_panel.py,117,#1e293b,"          ""QPlainTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-fa"
app/gui/domains/debug/context_inspection_panel.py,117,#cbd5e1,"nTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-family: monospace;"
app/gui/domains/debug/context_inspection_panel.py,130,#1e293b,"          ""QPlainTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-fa"
app/gui/domains/debug/context_inspection_panel.py,130,#cbd5e1,"nTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-family: monospace;"
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,20,#ffffff," str:     return (         ""background: #ffffff; border: 1px solid #e5e7eb; border-radi"
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,20,#e5e7eb,"""background: #ffffff; border: 1px solid #e5e7eb; border-radius: 12px; ""         ""paddin"
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,27,#8b5cf6,"if status == ""running"":         return ""#8b5cf6""     if status == ""completed"":         "
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,29,#10b981," status == ""completed"":         return ""#10b981""     if status == ""failed"":         ret"
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,31,#ef4444," if status == ""failed"":         return ""#ef4444""     return ""#6b7280""   class ActiveAge"
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,32,#6b7280,""":         return ""#ef4444""     return ""#6b7280""   class ActiveAgentsPanel(BasePanel): "
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,53,#1f2937,"nt-weight: 600; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/agent_tasks/panels/active_agents_panel.py,89,#6b7280,"             item.setForeground(QColor(""#6b7280""))                 self._list.addItem(i"
app/gui/domains/operations/agent_tasks/panels/agent_operations_detail_panel.py,22,#ffffff," str:     return (         ""background: #ffffff; border: 1px solid #e5e7eb; border-radi"
app/gui/domains/operations/agent_tasks/panels/agent_operations_detail_panel.py,22,#e5e7eb,"""background: #ffffff; border: 1px solid #e5e7eb; border-radius: 12px; ""         ""paddin"
app/gui/domains/operations/agent_tasks/panels/agent_operations_detail_panel.py,39,#1f2937,"nt-weight: 600; font-size: 14px; color: #1f2937;"")         layout.addWidget(self._title"
app/gui/domains/operations/agent_tasks/panels/agent_operations_detail_panel.py,44,#374151,"       self._body.setStyleSheet(""color: #374151; font-size: 12px;"")         layout.addW"
app/gui/domains/operations/agent_tasks/panels/agent_registry_panel.py,24,#ffffff," str:     return (         ""background: #ffffff; border: 1px solid #e5e7eb; border-radi"
app/gui/domains/operations/agent_tasks/panels/agent_registry_panel.py,24,#e5e7eb,"""background: #ffffff; border: 1px solid #e5e7eb; border-radius: 12px; ""         ""paddin"
app/gui/domains/operations/agent_tasks/panels/agent_registry_panel.py,47,#1f2937,"nt-weight: 600; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/agent_tasks/panels/agent_registry_panel.py,56,#ede9fe,"ListWidget::item:selected { background: #ede9fe; color: #5b21b6; }""             ""QListW"
app/gui/domains/operations/agent_tasks/panels/agent_registry_panel.py,56,#5b21b6,":selected { background: #ede9fe; color: #5b21b6; }""             ""QListWidget::item:hove"
app/gui/domains/operations/agent_tasks/panels/agent_registry_panel.py,57,#f5f3ff," ""QListWidget::item:hover { background: #f5f3ff; }""         )         layout.addWidget("
app/gui/domains/operations/agent_tasks/panels/agent_summary_panel.py,17,#ffffff," str:     return (         ""background: #ffffff; border: 1px solid #e5e7eb; border-radi"
app/gui/domains/operations/agent_tasks/panels/agent_summary_panel.py,17,#e5e7eb,"""background: #ffffff; border: 1px solid #e5e7eb; border-radius: 12px; ""         ""paddin"
app/gui/domains/operations/agent_tasks/panels/agent_summary_panel.py,38,#1f2937,"nt-weight: 600; font-size: 14px; color: #1f2937;"")         layout.addWidget(self._title"
app/gui/domains/operations/agent_tasks/panels/agent_summary_panel.py,42,#6b7280,"    self._content.setStyleSheet(""color: #6b7280; font-size: 12px;"")         self._conte"
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,20,#ffffff," str:     return (         ""background: #ffffff; border: 1px solid #e5e7eb; border-radi"
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,20,#e5e7eb,"""background: #ffffff; border: 1px solid #e5e7eb; border-radius: 12px; ""         ""paddin"
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,43,#1f2937,"nt-weight: 600; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,50,#d1d5db,"         ""QTextEdit { border: 1px solid #d1d5db; border-radius: 8px; padding: 8px; }""  "
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,58,#d1d5db,"         ""QComboBox { border: 1px solid #d1d5db; border-radius: 8px; padding: 6px; }""  "
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,65,#8b5cf6,"             ""QPushButton { background: #8b5cf6; color: white; border-radius: 8px; ""   "
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,67,#7c3aed,"       ""QPushButton:hover { background: #7c3aed; }""             ""QPushButton:disabled {"
app/gui/domains/operations/agent_tasks/panels/agent_task_panel.py,68,#9ca3af,"    ""QPushButton:disabled { background: #9ca3af; }""         )         self._start_btn.c"
app/gui/domains/operations/agent_tasks/panels/result_panel.py,20,#ffffff," str:     return (         ""background: #ffffff; border: 1px solid #e5e7eb; border-radi"
app/gui/domains/operations/agent_tasks/panels/result_panel.py,20,#e5e7eb,"""background: #ffffff; border: 1px solid #e5e7eb; border-radius: 12px; ""         ""paddin"
app/gui/domains/operations/agent_tasks/panels/result_panel.py,40,#1f2937,"nt-weight: 600; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/agent_tasks/panels/result_panel.py,47,#e5e7eb,"         ""QTextEdit { border: 1px solid #e5e7eb; border-radius: 8px; ""             ""pad"
app/gui/domains/operations/audit_incidents/panels/platform_health_panel.py,75,#64748b,"    self._checked.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/operations/chat/panels/chat_details_panel.py,79,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         header_layout.addWidget(self"
app/gui/domains/operations/chat/panels/chat_details_panel.py,83,#374151,"nt-size: 13px; font-weight: 600; color: #374151;""         )         header_layout.addWi"
app/gui/domains/operations/chat/panels/chat_details_panel.py,89,#f8fafc,ilsHeader {                 background: #f8fafc;                 border-left: 1px solid
app/gui/domains/operations/chat/panels/chat_details_panel.py,90,#e2e8f0,                 border-left: 1px solid #e2e8f0;             }             #chatDetails
app/gui/domains/operations/chat/panels/chat_details_panel.py,92,#f1f5f9," #chatDetailsHeader:hover { background: #f1f5f9; }         """""")         self._header.mo"
app/gui/domains/operations/chat/panels/chat_details_panel.py,107,#475569,"  ""QGroupBox { font-weight: 600; color: #475569; font-size: 11px; }""         )         "
app/gui/domains/operations/chat/panels/chat_details_panel.py,113,#1f2937,"nt-size: 13px; font-weight: 500; color: #1f2937;"")         self._title_label.setWordWra"
app/gui/domains/operations/chat/panels/chat_details_panel.py,118,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         self._project_label.setWordW"
app/gui/domains/operations/chat/panels/chat_details_panel.py,127,#e2e8f0,10px;                 border: 1px solid #e2e8f0;                 border-radius: 6px;   
app/gui/domains/operations/chat/panels/chat_details_panel.py,136,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         meta_layout.addWidget(self._"
app/gui/domains/operations/chat/panels/chat_details_panel.py,140,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         meta_layout.addWidget(self._"
app/gui/domains/operations/chat/panels/chat_details_panel.py,144,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         meta_layout.addWidget(self._"
app/gui/domains/operations/chat/panels/chat_details_panel.py,148,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         meta_layout.addWidget(self._"
app/gui/domains/operations/chat/panels/chat_details_panel.py,155,#475569,"  ""QGroupBox { font-weight: 600; color: #475569; font-size: 11px; }""         )         "
app/gui/domains/operations/chat/panels/chat_details_panel.py,160,#1f2937,"nt-size: 12px; font-weight: 600; color: #1f2937;"")         self._invocation_title.setWo"
app/gui/domains/operations/chat/panels/chat_details_panel.py,164,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         self._invocation_status.setW"
app/gui/domains/operations/chat/panels/chat_details_panel.py,168,#475569,".setStyleSheet(""font-size: 11px; color: #475569;"")         self._invocation_details.set"
app/gui/domains/operations/chat/panels/chat_details_panel.py,176,#475569,"  ""QGroupBox { font-weight: 600; color: #475569; font-size: 11px; }""         )         "
app/gui/domains/operations/chat/panels/chat_details_panel.py,211,#ffffff,ailsPanel {                 background: #ffffff;                 border-left: 1px solid
app/gui/domains/operations/chat/panels/chat_details_panel.py,212,#e2e8f0,"                 border-left: 1px solid #e2e8f0;             }         """""")      def _s"
app/gui/domains/operations/chat/panels/chat_details_panel.py,219,#f1f5f9,ushButton {                 background: #f1f5f9;                 border: 1px solid #e2e
app/gui/domains/operations/chat/panels/chat_details_panel.py,220,#e2e8f0,f5f9;                 border: 1px solid #e2e8f0;                 border-radius: 6px;   
app/gui/domains/operations/chat/panels/chat_details_panel.py,226,#e2e8f0,        QPushButton:hover { background: #e2e8f0; }             QPushButton:disabled { b
app/gui/domains/operations/chat/panels/chat_details_panel.py,227,#f8fafc,"     QPushButton:disabled { background: #f8fafc; color: #94a3b8; }         """""")      de"
app/gui/domains/operations/chat/panels/chat_details_panel.py,227,#94a3b8,":disabled { background: #f8fafc; color: #94a3b8; }         """""")      def _on_header_cli"
app/gui/domains/operations/chat/panels/chat_details_panel.py,402,#1f2937,"nt-size: 12px; font-weight: 600; color: #1f2937;""             )             return     "
app/gui/domains/operations/chat/panels/chat_details_panel.py,414,#1f2937,"nt-size: 12px; font-weight: 600; color: #1f2937;""         base_status = ""font-size: 12p"
app/gui/domains/operations/chat/panels/chat_details_panel.py,415,#64748b," base_status = ""font-size: 12px; color: #64748b;""         if hint == ""warn"":           "
app/gui/domains/operations/chat/panels/chat_details_panel.py,417,#b45309,"nt-size: 12px; font-weight: 600; color: #b45309;""             base_status = ""font-size:"
app/gui/domains/operations/chat/panels/chat_details_panel.py,418,#b45309," base_status = ""font-size: 12px; color: #b45309;""         elif hint == ""block"":        "
app/gui/domains/operations/chat/panels/chat_details_panel.py,420,#991b1b,"nt-size: 12px; font-weight: 600; color: #991b1b;""             base_status = ""font-size:"
app/gui/domains/operations/chat/panels/chat_details_panel.py,421,#991b1b," base_status = ""font-size: 12px; color: #991b1b;""         elif hint in (""error"",):     "
app/gui/domains/operations/chat/panels/chat_details_panel.py,423,#b91c1c,"nt-size: 12px; font-weight: 600; color: #b91c1c;""             base_status = ""font-size:"
app/gui/domains/operations/chat/panels/chat_details_panel.py,424,#b91c1c," base_status = ""font-size: 12px; color: #b91c1c;""         elif hint == ""cancel"":       "
app/gui/domains/operations/chat/panels/chat_details_panel.py,426,#6b21a8,"nt-size: 12px; font-weight: 600; color: #6b21a8;""             base_status = ""font-size:"
app/gui/domains/operations/chat/panels/chat_details_panel.py,427,#6b21a8," base_status = ""font-size: 12px; color: #6b21a8;""         elif hint == ""ok"":           "
app/gui/domains/operations/chat/panels/chat_details_panel.py,429,#166534,"nt-size: 12px; font-weight: 600; color: #166534;""             base_status = ""font-size:"
app/gui/domains/operations/chat/panels/chat_details_panel.py,430,#166534," base_status = ""font-size: 12px; color: #166534;""         self._invocation_title.setSty"
app/gui/domains/operations/chat/panels/chat_list_item.py,76,#1f2937,"nt-size: 13px; font-weight: 500; color: #1f2937;"")         self._title.setWordWrap(True"
app/gui/domains/operations/chat/panels/chat_list_item.py,83,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")             layout.addWidget(self._t"
app/gui/domains/operations/chat/panels/chat_list_item.py,90,#94a3b8,".setStyleSheet(""font-size: 11px; color: #94a3b8;"")             self._preview.setWordWra"
app/gui/domains/operations/chat/panels/chat_list_item.py,102,#f1f5f9,tem:hover {                 background: #f1f5f9;             }             #chatListIte
app/gui/domains/operations/chat/panels/chat_list_item.py,105,#dbeafe,"e=""true""] {                 background: #dbeafe;                 border-left: 3px solid"
app/gui/domains/operations/chat/panels/chat_list_item.py,106,#2563eb,                 border-left: 3px solid #2563eb;             }             #chatListIte
